"","prim_key","car1","car3","car5","RoA","log_total_asset","SUE_earcalldate","leverage","GVKEY","fyear_qtr","cogs_growth_last_year_qtr","sales_growth_last_year_qtr","cash_ratio","debt_assets","debt_capital","cogs_growth_last_qtr","sales_growth_last_qtr","doc_tot_toks_num_pr","doc_tot_toks_num_qna","doc_sents_num_pr","doc_sents_num_qna","ebitda","workingcap","oper_lev","quick_ratio","curr_ratio","cash_conversion","inv_turn","asset_turn","doc_wl_sents_num_pr","doc_wl_sents_num_qna","filt_wl_toks_pr","filt_wl_toks_qna","doc_wl_senti_mean_pr","doc_wl_senti_std_pr","doc_wl_lex_vol_pr","doc_wl_ttr_pr","doc_wl_mtld_pr","doc_wl_senti_mean_qna","doc_wl_senti_std_qna","doc_wl_lex_vol_qna","doc_wl_ttr_qna","doc_wl_mtld_qna","doc_senti_pr","doc_senti_qna","fogIndex_pr","fogIndex_qna"
"624","GV_031564_2016Q4",0.110148266,0.073427222,0.093740978,0.555709335378632,-0.281456078332321,0.157429205675103,-0.00330208427440964,"GV_031564","2016Q4",-0.0656493123166252,0.110463100665183,0.201,0.603,0.51,0.0889692140231254,0.579582901255905,1945,3261,84,158,149.722,31.625,3.423568311,0.831,0.831,32.734,NA,0.523,7,13,12,20,0.518614285714286,0.249129139394086,181,0.569060773480663,64.5508778341057,0.213824,0.342061452057644,1683,0.288770053475936,73.4684413160146,0.09,0.083,15.88,16.99
"625","GV_031564_2017Q4",0.053874481,0.0486006,0.061399022,0.227231223969355,-0.294196928159537,-0.232797681409049,-0.00351743436293208,"GV_031564","2017Q4",0.063491315089678,-0.0476614244448984,0.217,0.589,0.485,0.0814395029054714,0.445921102177332,3546,6133,158,294,135.573,100.039,6.98171123,1.149,1.149,46.839,NA,0.562,23,10,35,13,0.420826086956522,0.368752719826507,614,0.469055374592834,97.1328083414031,0.163313571428571,0.326269097395402,3150,0.221587301587302,84.6508843016963,0.107,0.082,14.74,14.7
"626","GV_031564_2018Q4",0.0281633522,0.0493958212000003,0.0497636416,0.674902988525655,-0.216871013219398,0.43841051855867,-0.00413981285915252,"GV_031564","2018Q4",-0.103281639312283,-0.0197460132661346,0.501,0.506,0.404,0.0130930437570124,0.303125954587109,2808,4210,127,216,140.875,269.857,2.316279474,1.492,1.492,79.828,NA,0.519,7,10,9,9,0.437014285714286,0.257903763889889,185,0.621621621621622,92.5,0.243971428571429,0.316750467660091,1940,0.267010309278351,79.5591635140815,0.09,0.12,15.97,12.44
"627","GV_147988_2008Q1",0.0201719778,0.0458416457,0.0839693855999999,0.109842794732682,-0.113014473727236,NA,-0.00560993330803749,"GV_147988","2008Q1",0.136193488788736,0.150978798123486,0.337,0.472,0.181,-0.0289996947400553,-0.030606018184494,3688,4773,181,260,53.257,622.373,27.46351757,1.519,1.519,69.397,NA,1.837,20,10,38,15,0.354115,0.356814995960239,473,0.473572938689218,96.3585584461497,0.182608823529412,0.359607547664417,2599,0.226625625240477,68.8386293258261,0.13,0.115,14.61,13.85
"628","GV_147988_2009Q1",0.1102257447,0.0828870132000001,0.0375188237999999,0.10828785478706,0.0840388204117795,NA,-0.00503103714237725,"GV_147988","2009Q1",0.333318222223974,0.344714649386716,0.17,0.558,0.311,-0.109599021229294,-0.108219739850256,3187,7321,155,378,82.456,659.73,-23.86639284,1.445,1.445,75.043,NA,1.746,9,11,16,14,0.612988888888889,0.196458630788039,253,0.624505928853755,121.543103448276,0.255589265536723,0.336061698116484,4138,0.187771870468826,79.468612973983,0.166,0.127,16.3,12.76
"629","GV_147988_2010Q1",0.066496243,0.032114618,0.010942956,0.115377325542913,0.131796588305459,NA,-0.0054510275654305,"GV_147988","2010Q1",0.0133348017556023,0.0193828013779164,0.165,0.524,0.251,-0.091481589965368,-0.0901424893547734,3757,6042,181,283,91.052,659.132,33.92869581,1.452,1.452,77.906,NA,1.648,10,8,26,11,0.545,0.310881299248157,246,0.585365853658537,86.8304639246567,0.244272868217054,0.316066098395558,3106,0.216355441081777,97.6967557170453,0.137,0.089,13.57,13.52
"630","GV_147988_2011Q1",-0.014512589,-0.038686682,-0.029815761,0.0806366612143567,0.357408305064239,0.650528607474256,-0.00438638785583257,"GV_147988","2011Q1",0.313529063792199,0.307539114415067,0.25,0.567,0.392,0.0698889595228052,0.0587999505648405,4093,9538,183,411,112.116,1229.199,5.13397997,1.582,1.582,82.668,NA,1.489,26,30,38,50,0.400703846153846,0.30719820374575,614,0.506514657980456,123.503053435115,0.279658415841584,0.348979125170035,5103,0.189888300999412,88.3025367043901,0.14,0.105,14.85,15.15
"631","GV_147988_2012Q1",-0.025826024,-0.069975253,-0.02658074,0.0401932910091277,0.395460697432607,-0.334080351597054,-0.00444657386151644,"GV_147988","2012Q1",0.0624615102690186,0.0480311003660295,0.243,0.582,0.44,-0.0140704558559738,-0.0419561435191415,3753,8027,172,374,93.283,1304.958,9.884600584,1.684,1.684,81.301,NA,1.394,12,13,23,17,0.582358333333333,0.307489155635338,241,0.572614107883817,86.0714285714286,0.253988709677419,0.341741550094554,4166,0.190110417666827,81.331856449626,0.119,0.09,15.67,14.01
"632","GV_147988_2013Q1",0.078875187,0.109253364,0.118569577,0.0128723744982277,0.376812182745639,-0.0487357007313453,-0.00423489861744796,"GV_147988","2013Q1",0.00102755155266914,-0.00586838033097108,0.265,0.612,0.464,0.00134889829515994,-0.0315131083373221,3516,6413,152,306,79.918,1025.408,14.06185826,1.529,1.529,76.342,NA,1.406,25,15,50,18,0.592232,0.313178955391323,601,0.45757071547421,79.0766136234788,0.313333986928105,0.357750598249417,3552,0.208333333333333,85.0831789094101,0.155,0.13,15.12,15.78
"633","GV_147988_2014Q1",-0.00222909,-0.011101607,-0.013649864,0.0719183991649919,0.379789546472633,0.0168155674626299,-0.00426022032357143,"GV_147988","2014Q1",-0.0322531969683364,-0.0314270956023779,0.281,0.628,0.483,-0.0325497079869446,-0.0602245120093579,3765,6039,174,304,76.551,1089.177,11.37309515,1.538,1.538,71.226,NA,1.424,31,11,58,12,0.548225806451613,0.281339382203229,765,0.403921568627451,81.4962901896125,0.282085611510791,0.360895218355759,3045,0.225944170771757,88.2651206365714,0.145,0.126,14.74,12.76
"634","GV_147988_2008Q2",0.0192436044,0.0624928955,0.0294506214,0.140483513630861,-0.0745085994778405,NA,-0.00560745659649162,"GV_147988","2008Q2",0.0572194031612727,0.0742007310080476,0.272,0.48,0.183,0.0679103109669205,0.07764036102754,3417,1414,190,81,64.724,546.554,6.816574734,1.605,1.605,74.268,NA,1.755,14,2,35,2,0.511628571428571,0.370742656815233,306,0.529411764705882,72.8144144056597,0.416157142857143,0.31609140312934,752,0.371010638297872,62.6666666666667,0.109,0.222,12.94,20.36
"635","GV_147988_2009Q2",0.0767864476,0.0517995748000001,0.1099490332,0.120132586582316,0.0880577225383277,NA,-0.00524270968823058,"GV_147988","2009Q2",0.282822773771127,0.286857637651069,0.178,0.567,0.322,0.0274663950578227,0.0312743524150712,3372,6873,163,311,84.041,689.202,61.96980227,1.444,1.444,73.647,NA,1.734,11,20,25,35,0.566481818181818,0.153420877446206,270,0.574074074074074,85.60546875,0.201197701149425,0.328361223614902,4069,0.19120176947653,85.1433699727519,0.161,0.091,13.95,13.02
"636","GV_147988_2010Q2",-0.053702573,-0.065454627,-0.044712102,0.170712384101662,0.147855050232188,0.890301742079269,-0.00535655721555473,"GV_147988","2010Q2",0.0611624029016911,0.0688277756935981,0.167,0.512,0.243,0.075960982284767,0.0812961242152808,3205,9037,158,446,98.161,786.306,15.13131981,1.456,1.456,80.4,NA,1.634,12,20,18,29,0.488875,0.413321422635085,280,0.55,77.0876352744275,0.275283255813953,0.353344958529653,4657,0.182735666738244,82.4001520234275,0.175,0.116,14.03,13.4
"637","GV_147988_2011Q2",0.026682071,0.052018312,0.064615361,0.08194273323209,0.362144777862381,-0.202228972871962,-0.00450535799174627,"GV_147988","2011Q2",0.218064181106862,0.209381788021979,0.254,0.581,0.425,-0.00223788805561955,0.000122922265095839,3857,6284,188,306,116.038,1216.989,42.72962178,1.629,1.629,83.086,NA,1.43,20,6,44,10,0.495025,0.296497868768412,459,0.522875816993464,100.681892376157,0.278601587301587,0.351709025868629,2984,0.21313672922252,72.3142309994016,0.151,0.118,14.95,15.71
"638","GV_147988_2012Q2",-0.151787801,-0.190996234,-0.176597579,0.0430891746290197,0.397289402881582,-0.275934936364146,-0.00443822780172293,"GV_147988","2012Q2",0.06277858941715,0.0384885311613538,0.239,0.583,0.441,-0.00194011768235393,-0.00898343173104409,3793,6584,175,312,81.52,1231.222,108.01692,1.669,1.669,80.498,NA,1.386,30,11,56,14,0.43887,0.302605783327828,724,0.418508287292818,91.8753756755961,0.222570779220779,0.344338602340972,3444,0.202380952380952,79.129115744069,0.173,0.092,14.5,12.93
"639","GV_147988_2013Q2",-0.010694345,0.035914558,0.039878056,0.0681862987214141,0.364200868393078,0.00383091952102225,-0.0041561463505997,"GV_147988","2013Q2",-0.0228888746914232,-0.0105944898707129,0.28,0.627,0.48,-0.0257856407407486,-0.013694732291927,3232,4346,155,217,96.527,1130.851,-16.19164883,1.511,1.511,74.115,NA,1.422,22,8,56,14,0.491836363636364,0.388676901619859,468,0.487179487179487,87.0168797953964,0.255221568627451,0.379701897044638,2386,0.254819782062028,80.7068062803255,0.16,0.102,14.25,15.32
"640","GV_147988_2014Q2",-0.033026446,-0.007178472,-0.035880913,0.0235044297571515,0.360050781145163,-0.0568479942366498,-0.00443467577152004,"GV_147988","2014Q2",-0.0562703859762706,-0.0590165285683986,0.278,0.621,0.473,-0.0499633392123678,-0.0417892649222699,3132,3264,151,158,84.902,1022.216,-9.743909484,1.527,1.527,71.457,NA,1.406,13,5,25,11,0.759030769230769,0.123465449854169,393,0.506361323155216,97.9266139250995,0.288716901408451,0.397854551666422,1717,0.293535235876529,76.7735273201375,0.107,0.118,17.88,17.83
"641","GV_147988_2008Q3",0.0737462924,0.0650227707,-0.00279163690000002,0.138658682061848,-0.0285342470473628,NA,-0.0055487193778622,"GV_147988","2008Q3",0.189710785559256,0.200377774708901,0.187,0.59,0.361,0.132095808935831,0.134936144954004,3686,4418,163,218,77.607,461.74,6.031293082,1.532,1.532,76.926,NA,1.758,16,13,41,24,0.3914,0.347608617077694,546,0.468864468864469,81.5483852590121,0.310755681818182,0.320136634212717,2396,0.247913188647746,72.9008103870009,0.143,0.141,16.94,17.23
"642","GV_147988_2009Q3",-0.06051925,-0.0180696829999999,-0.0748770249000001,0.148594356576984,0.116472383620207,NA,-0.00534616243170578,"GV_147988","2009Q3",0.167403297803312,0.166580003224334,0.187,0.537,0.249,0.0302376975237503,0.0288580281938349,3238,7175,148,317,89.099,726.902,8.772376464,1.465,1.465,73.814,NA,1.697,15,15,35,19,0.497393333333333,0.252775610449456,406,0.536945812807882,105.081960737318,0.278943636363636,0.331880608728667,3941,0.194366911951281,85.1632483616551,0.133,0.103,15.96,13.53
"643","GV_147988_2010Q3",0.007332029,0.050968767,-0.026270771,0.196690555938996,0.156843096307678,0.982013238434838,-0.00546489991374133,"GV_147988","2010Q3",0.0494079053486479,0.0609191397589939,0.331,0.592,0.421,0.0188257529792754,0.0212451426023284,4275,5766,209,275,103.979,811.462,27.02915847,1.466,1.466,81.587,NA,1.631,30,9,43,14,0.454273333333333,0.330127064286939,762,0.41994750656168,78.1627452787387,0.25586,0.352160066245542,2987,0.228322731837965,85.3775880953835,0.153,0.098,13.44,10.79
"644","GV_147988_2011Q3",-0.095738123,-0.153663278,-0.15511734,0.12680915623695,0.384740365339881,0.352485540220403,-0.00452599297351774,"GV_147988","2011Q3",0.262508508680351,0.251679475630556,0.252,0.586,0.44,0.0560003339316274,0.0569628195521531,3713,5154,170,240,125.77,1274.152,9.249772905,1.671,1.671,84.191,NA,1.383,23,17,52,22,0.6585,0.209240146938653,584,0.48458904109589,108.093577981651,0.329415384615385,0.342128158487779,2856,0.237044817927171,82.4836648518352,0.157,0.137,16.12,13.25
"645","GV_147988_2012Q3",0.137679295,0.126193997,0.164318133,0.113383558712203,0.382432505709005,-0.030266444914604,-0.00463826050310556,"GV_147988","2012Q3",0.0318436593329275,0.0236538860863086,0.286,0.607,0.458,0.025262702571359,0.041864272177691,3752,6050,177,291,116.641,1041.775,-14.00568212,1.622,1.622,77.469,NA,1.395,41,21,74,27,0.625387804878049,0.282694890469497,1108,0.36913357400722,99.4538846556104,0.342226618705036,0.349479634200754,3258,0.222222222222222,78.5701245456494,0.151,0.139,15.02,15.25
"646","GV_147988_2013Q3",-0.157147311,-0.125393515,-0.10246095,0.131199203587323,0.348881465508983,-0.00564482444574823,-0.00429141933220919,"GV_147988","2013Q3",-0.0233275360542237,-0.0131962667852906,0.293,0.634,0.484,0.0248024241826584,0.039124547783877,3421,4935,165,245,131.336,1108.128,-14.18265009,1.523,1.523,72.873,NA,1.438,20,6,43,12,0.53115,0.348885708174498,530,0.486792452830189,101.334507042254,0.251224545454545,0.366341658396089,2404,0.254575707154742,91.7654907899486,0.143,0.121,15.74,17.34
"647","GV_147988_2014Q3",0.012026744,0.018912488,0.026348189,0.117117923959998,0.371274326506892,-0.030266444914604,-0.00454344553106754,"GV_147988","2014Q3",-0.0401941485578492,-0.0480461816018456,0.234,0.629,0.484,0.0422597200365956,0.0512390611379835,3108,5042,156,239,117.801,1067.95,18.14569811,1.515,1.515,73.672,NA,1.375,18,11,32,27,0.535011111111111,0.315953860907288,408,0.522058823529412,105.236192714454,0.22499652173913,0.355836221426408,2689,0.234287839345482,80.7334140757806,0.151,0.092,14.48,16.79
"648","GV_147988_2007Q4",-0.153102459,-0.1286088332,-0.1833528748,0.112574375683706,-0.122251129219943,NA,-0.00560662047604645,"GV_147988","2007Q4",0.607031805054485,0.232314363155619,0.314,0.503,0.219,0.0134540672538497,0.0124471224433429,4238,3656,184,163,52.25,597.655,20.39749597,1.611,1.611,56.756,NA,1.963,11,4,21,5,0.325681818181818,0.379000682896962,245,0.563265306122449,95.9301083627274,0.304507547169811,0.368556453169272,1710,0.269005847953216,88.0337378758177,0.165,0.139,14.31,21.56
"649","GV_147988_2008Q4",0.1790400648,0.2401481081,0.3088431829,0.118038448338056,0.0941057082352906,NA,-0.00501781545164969,"GV_147988","2008Q4",0.454010531946554,0.46174831023479,0.176,0.543,0.286,0.238597569524828,0.232897594086601,4593,5188,207,164,83.779,631.171,2.4124858,1.428,1.428,72.001,NA,1.706,15,12,26,29,0.41474,0.248012412707798,382,0.528795811518325,88.8702546710485,0.289286021505376,0.338773082188537,2998,0.238825883922615,78.3103313840156,0.176,0.101,15.44,31.87
"650","GV_147988_2009Q4",0.0730297609,0.1028644569,0.0774392084999999,0.160670444736906,0.125043862739112,NA,-0.0054571649368549,"GV_147988","2009Q4",-0.00687284997206253,-0.000870521846537615,0.175,0.536,0.26,0.0536931637664188,0.0559278629770277,4399,7839,209,356,92.83,657.796,29.76172189,1.423,1.423,74.609,NA,1.657,27,18,44,25,0.47937037037037,0.327526563590726,643,0.446345256609642,97.7518114262356,0.210597311827957,0.352868900153353,4397,0.178530816465772,87.9722708044593,0.156,0.076,14.31,12.25
"651","GV_147988_2010Q4",0.009539966,0.003241875,0.006795601,0.134126578503066,0.316442836780855,0.700663602655073,-0.00461469809687765,"GV_147988","2010Q4",0.115410460075255,0.123606289439566,0.228,0.553,0.357,0.119965240003007,0.118320090167278,3255,7338,151,349,113.115,1094.239,1.471083262,1.591,1.591,78.863,NA,1.449,26,26,49,41,0.492134615384615,0.332176402463881,653,0.451761102603369,94.2574404761905,0.239173125,0.326852275543415,3653,0.208595674787846,101.291626164355,0.143,0.116,15.8,14.03
"652","GV_147988_2011Q4",-0.005057973,0.008976726,0.040377603,0.175406220773633,0.374910612883158,1.05295599686784,-0.00448990721339478,"GV_147988","2011Q4",0.152938205885324,0.15825102342811,0.241,0.578,0.433,0.0227659501579798,0.0348459123722045,4117,6333,191,333,157.586,1175.62,-21.76752001,1.648,1.648,73.242,NA,1.457,20,15,41,17,0.57297,0.303223747681303,398,0.5,93.1326791808874,0.2947096,0.353691746696598,2629,0.229364777481932,77.1210675792066,0.13,0.13,12.68,9.68
"653","GV_147988_2012Q4",-0.101566001,-0.069137185,-0.036041604,-0.868438703483276,0.362062534875121,-10.6618329103,-0.004499041330669,"GV_147988","2012Q4",-0.0143868543139693,-0.0165879384054635,0.248,0.6,0.453,-0.0230578476515912,-0.00583589243286116,3972,4936,188,264,152.486,1068.891,-10.4631038,1.514,1.514,72.914,NA,1.435,32,6,53,8,0.551303125,0.279543564017252,720,0.418055555555556,107.448617715806,0.188149107142857,0.308952881038353,2355,0.265817409766454,93.8906173974158,0.151,0.094,13.33,14.75
"654","GV_147988_2013Q4",-0.068532311,-0.073664773,-0.099178762,0.14532165065961,0.362172363131201,0.839736172568247,-0.00428667298477418,"GV_147988","2013Q4",0.00165579879874851,-0.00183589217206115,0.295,0.633,0.489,0.00193238584541747,0.00560921697323818,3909,6304,187,326,139.295,1078.053,16.46736367,1.525,1.525,70.411,NA,1.439,34,13,58,19,0.46530294117647,0.322250052058481,806,0.387096774193548,92.4339740991059,0.205644827586207,0.341393555261014,3267,0.220691766146312,91.4602529910578,0.153,0.102,13.85,15.94
"655","GV_147988_2014Q4",-0.028317769,-0.018610367,-0.031108716,0.0870601269486216,0.407994194267158,-0.0568325883451391,-0.00458150101545775,"GV_147988","2014Q4",0.257190191868941,0.23252610400623,0.213,0.667,0.552,0.312369128098221,0.301995523726536,3880,4551,183,236,138.408,978.344,6.932592963,1.398,1.398,68.012,NA,1.418,29,3,56,2,0.338396551724138,0.40039517041004,746,0.412868632707775,83.3882195448461,0.168325438596491,0.350709916893332,2302,0.23110338835795,88.8326591591592,0.149,0.074,14.95,22.33
"656","GV_147988_2015Q1",-0.026464801,-0.001942229,0.025802787,-0.297853196443303,0.906258823089191,-0.512766034700909,-0.00228906097569479,"GV_147988","2015Q1",1.11477389277138,1.15493212206513,0.182,0.698,0.6,0.627389899583737,0.64309086843505,2873,4412,143,221,256.441,1687.708,0.517899623,1.435,1.435,67.048,NA,1.336,13,15,28,19,0.5532,0.256278269985316,318,0.481132075471698,61.1967593515381,0.285559090909091,0.348824583631881,2540,0.250393700787402,86.8037157957633,0.143,0.127,16.09,15.28
"657","GV_147988_2016Q1",-0.049372005,-0.025871783,-0.025585349,-0.140793325316961,0.875520418280894,0.427245573767735,-0.00238043237550665,"GV_147988","2016Q1",0.0375295080808705,0.0207062492815525,0.133,0.739,0.654,-0.0767545054494008,-0.0901817815382511,2565,6473,139,322,202.219,1141.48,-8.863054888,1.294,1.294,60.932,NA,1.296,12,4,20,7,0.312158333333333,0.342532699058415,234,0.572649572649573,90.7740533829919,0.307643243243243,0.343780587391087,3239,0.206236492744674,81.1225385885694,0.098,0.134,13.27,13.48
"658","GV_147988_2017Q1",-0.003064224,0.014815317,0.008993742,-0.0455897601882841,0.874630198721224,0.140054210922573,-0.00274015500439223,"GV_147988","2017Q1",0.0220485773433761,0.0141235293419592,0.132,0.733,0.638,0.00844638077933411,0.00815457255633477,2497,7437,138,365,169.25,819.773,-20.01547194,1.163,1.163,55.329,NA,1.268,10,11,16,18,0.38366,0.251103078435928,189,0.576719576719577,83.0315533980583,0.236224157303371,0.349962674249597,3993,0.208364638116704,90.1277053376066,0.163,0.111,14.54,15.56
"659","GV_147988_2018Q1",-0.015524814,-0.051113748,-0.060494368,0.0328899474816381,0.921359991450166,0.460047708806313,-0.00338642788630881,"GV_147988","2018Q1",0.133619714853505,0.126764286201036,0.149,0.709,0.609,0.0212928796724819,0.0112108011139144,2960,7187,143,355,164.317,1165.983,21.72982588,1.21,1.21,52.812,NA,1.328,15,18,21,35,0.42878,0.242918046732991,316,0.556962025316456,89.4882782120846,0.311398265895954,0.357996138811513,3835,0.209387222946545,87.2368709314516,0.189,0.134,15.91,15.84
"660","GV_147988_2019Q1",-0.0364394692,-0.0274645099999998,-0.0550265047000001,-0.0456616606223493,0.927167093120329,-0.271544661254535,-0.00336056871960679,"GV_147988","2019Q1",-0.327273711253235,-0.316543917609073,0.14,0.708,0.61,-0.372367002450313,-0.367426896727197,2990,6585,136,287,150.649,1208.837,38.79307435,1.196,1.196,55.982,NA,1.266,9,14,11,21,0.5067,0.271359590764727,239,0.497907949790795,73.0717439293598,0.302380536912752,0.367867698140031,3697,0.200703272923992,76.9437879974196,0.118,0.112,17,14.99
"661","GV_147988_2015Q2",0.054219697,0.055397184,0.042770841,-0.111755536968313,0.896359027022399,-0.13433580868843,-0.00224706529244034,"GV_147988","2015Q2",1.40931060899906,1.40686851573316,0.157,0.721,0.634,0.0823537275533848,0.0702366102770524,3547,6614,190,366,233.91,1524.079,-18.99233343,1.393,1.393,64.378,NA,1.32,23,14,41,18,0.543691304347826,0.273336046774667,566,0.441696113074205,80.8571428571429,0.228704117647059,0.339201758633218,3327,0.214607754733995,82.2743126402793,0.108,0.099,15.56,12.92
"662","GV_147988_2016Q2",0.005900015,-0.001362707,0.005356164,-0.0551599432040692,0.89523070590793,0.0882020204351359,-0.00255375116169611,"GV_147988","2016Q2",-0.0341825201709374,-0.0277176075524441,0.131,0.737,0.649,0.00754353614752457,0.0194629577878705,2937,9313,147,457,254.37,1025.448,9.528450758,1.257,1.257,59.977,NA,1.288,19,22,31,36,0.524531578947368,0.346494261701133,404,0.445544554455446,71.8639435158961,0.223205462184874,0.331099939295166,5156,0.184639255236618,82.2017140672737,0.189,0.109,14.36,14.15
"663","GV_147988_2017Q2",-0.015993172,-0.048382098,-0.053855666,0.0308742692005888,0.880366788797367,0.169599041046821,-0.00281442260635209,"GV_147988","2017Q2",0.0218019846876282,0.0104768086885709,0.141,0.73,0.635,0.00730044316557841,0.0157970369054888,2623,6311,127,337,210.55,1102.216,33.52794881,1.168,1.168,54.571,NA,1.28,12,8,20,8,0.590425,0.255830679534158,317,0.501577287066246,82.6195751818936,0.259933121019108,0.343502982741601,3056,0.231675392670157,90.8560140661377,0.149,0.123,16.32,14.69
"664","GV_147988_2018Q2",-0.007567331,-0.06811138,-0.055497533,-0.268151317181874,0.921133330699004,-2.60847268024832,-0.00332203755389042,"GV_147988","2018Q2",0.0936719273221292,0.0821539944678326,0.144,0.708,0.607,-0.0281959614545895,-0.0244198946329258,2821,6619,133,341,181.703,1282.119,-852.6268019,1.213,1.213,52.746,NA,1.331,8,15,9,17,0.6492,0.20782973800686,210,0.561904761904762,85.0918108906712,0.266653503184713,0.361710329373477,3495,0.213733905579399,69.6677590146893,0.111,0.135,14.71,11.59
"665","GV_147988_2019Q2",0.0232668925,0.0520740889000002,0.0521049216999999,-0.0114945394259278,0.925942723157364,0.572929095935223,-0.00344493880122121,"GV_147988","2019Q2",-0.300672855804446,-0.287691691140097,0.139,0.705,0.607,0.0102309874937771,0.0167644021549678,3419,5909,161,309,172.967,1350.453,-111.4247233,1.197,1.197,61.102,NA,1.169,11,13,20,19,0.688727272727273,0.21967465074928,273,0.549450549450549,93.0353436279194,0.283518055555556,0.328830620767341,2884,0.231622746185853,80.329596699623,0.132,0.137,16.22,10.85
"666","GV_147988_2015Q3",-0.031257438,-0.046433235,-0.045248952,-0.135121344264155,0.905549077816193,-0.235380636380051,-0.00235845815370476,"GV_147988","2015Q3",1.33661547213052,1.3115953773966,0.141,0.741,0.655,0.0108120466989904,0.00962696482199944,2611,6862,146,335,236.8,1460.163,20.66853231,1.351,1.351,62.648,NA,1.302,12,7,22,14,0.514516666666667,0.394339260566637,271,0.583025830258303,94.6973871665161,0.230677707006369,0.354507059637985,3644,0.218166849615807,85.268238900157,0.132,0.106,14.94,14.74
"667","GV_147988_2016Q3",-0.028089866,-0.028144004,-0.062808942,-0.0195448918680362,0.890537311666289,0.200575644026523,-0.00275784332455496,"GV_147988","2016Q3",-0.0333885214860692,-0.03094704607768,0.13,0.741,0.642,0.0116430354235577,0.00627348620134334,2676,5973,140,298,234.741,885.676,-39.75887382,1.222,1.222,57.766,NA,1.286,14,19,27,32,0.554735714285714,0.309345780160804,330,0.484848484848485,83.205347279757,0.242423376623377,0.325130794152401,3222,0.223153320918684,94.9124515611689,0.157,0.11,15.86,13.36
"668","GV_147988_2017Q3",0.06082123,0.037335752,0.003816832,0.0273852057637135,0.888746217604254,0.0807348895771583,-0.00313403077171491,"GV_147988","2017Q3",0.0419767257280629,0.0346320140120333,0.144,0.707,0.604,0.0316171953595153,0.030328212110685,2662,7687,128,364,208.344,1143.689,23.36805139,1.182,1.182,53.244,NA,1.292,13,24,24,39,0.500315384615385,0.281627951519239,352,0.480113636363636,78.9601739563694,0.2623875,0.338471807158052,4381,0.199269573156814,83.6230173645042,0.142,0.115,16.63,13.1
"669","GV_147988_2018Q3",0.002753014,-0.000479935,-0.011928838,-0.0333333822596302,0.925558181614702,-0.158767679096553,-0.00338438841917515,"GV_147988","2018Q3",0.133567976691867,0.128566752757391,0.145,0.709,0.608,0.069249550665103,0.0745182021787093,2758,5926,145,303,216.678,1153.772,46.76313758,1.207,1.207,52.869,NA,1.351,14,3,20,2,0.532457142857143,0.310747816909927,316,0.54746835443038,74.938329091672,0.325730827067669,0.339034924495016,2966,0.224207687120701,82.6798533663775,0.169,0.13,15.5,10.46
"670","GV_147988_2015Q4",0.037678174,0.029149954,0.03305174,-0.110681676717979,0.89628719723399,-0.184875021241634,-0.00241114308010208,"GV_147988","2015Q4",0.828836481669237,0.843349675262212,0.136,0.738,0.656,0.0271730918113219,0.0382582736244988,2797,6657,159,343,293.327,1410.033,-21.29414231,1.292,1.292,45.507,NA,1.787,18,16,40,34,0.546061111111111,0.163126375185148,382,0.510471204188482,78.9526377491208,0.198772727272727,0.320072705795988,3498,0.223270440251572,87.9470184318415,0.147,0.096,14.55,15.05
"671","GV_147988_2016Q4",0.146061115,0.261414823,0.259983283,-0.102119810962727,0.884060489518274,-0.014673795490824,-0.00271907082713184,"GV_147988","2016Q4",-0.0643015214007711,-0.0847950424641013,0.128,0.736,0.642,-0.00567671641603809,-0.0194352998175008,3002,8866,144,423,173.318,696.015,-28.51985064,1.131,1.131,57.837,NA,1.255,19,12,38,17,0.486847368421053,0.317263802551373,489,0.460122699386503,88.4044795178261,0.282777339901478,0.333277474083537,4706,0.177220569485763,81.6752405390588,0.173,0.119,14.79,16.22
"672","GV_147988_2017Q4",-0.038016746,-0.044310823,0.007401935,0.00496434629364289,0.912174329637689,0.328784692071795,-0.00335914619454577,"GV_147988","2017Q4",0.119360294561858,0.123358815071421,0.147,0.713,0.616,0.0681678161520974,0.0646548577464222,3011,6126,142,296,205.898,1103.843,8.661078553,1.198,1.198,53.961,NA,1.295,16,11,29,19,0.607125,0.190774287226205,362,0.483425414364641,92.1077535968727,0.322429927007299,0.355374963401327,3042,0.234056541748849,93.6221590909091,0.111,0.128,14.9,15.18
"673","GV_147988_2018Q4",-0.032845854,0.053730741,0.057698207,-0.00315505873386335,0.923701765690809,-0.0447531230575454,-0.00354345999262627,"GV_147988","2018Q4",0.0946692913658897,0.0925506775817749,0.143,0.71,0.61,0.0315133546551397,0.0306784099209001,3464,8716,160,383,219.734,997.645,-114.6318541,1.163,1.163,50.357,NA,1.386,15,13,23,26,0.713173333333333,0.204755053894252,413,0.455205811138015,77.7752336448598,0.302271707317073,0.348280110080885,5082,0.171192443919717,84.3941583530005,0.16,0.117,16.62,13.17
"674","GV_024216_2008Q1",0.078369115,0.0848479016,0.1058299297,0.0120524156358264,1.44849033454928,NA,0.00780486120844329,"GV_024216","2008Q1",0,0.329990294403106,0.623,0.81,0.855,0.0845944897167249,0.119248570650694,4498,7038,177,402,1217,2330,3.181888545,1.433,1.521,37.826,19.344,0.414,26,21,58,35,0.389238461538461,0.391026769494799,742,0.424528301886793,91.3197864194938,0.205279899497487,0.328075876906655,4278,0.194015895278167,81.831044289446,0.119,0.117,15.93,13.21
